"business_id","date","ViolationTypeID","risk_category","description"
208,"20120823",103142,"Low Risk","Unclean nonfood contact surfaces"
208,"20120823",103161,"Low Risk","Low risk vermin infestation"
208,"20120823",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
208,"20120823",103109,"High Risk","Unclean or unsanitary food contact surfaces"
217,"20140624",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
217,"20140624",103143,"Low Risk","Inadequate warewashing facilities or equipment"
221,"20140122",103114,"High Risk","High risk vermin infestation"
221,"20140122",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
221,"20130724",103114,"High Risk","High risk vermin infestation"
221,"20130724",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
221,"20120815",103156,"Low Risk","Permit license or inspection report not posted"
221,"20120815",103131,"Moderate Risk","Moderate risk vermin infestation"
221,"20120815",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
221,"20130131",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
221,"20130131",103114,"High Risk","High risk vermin infestation"
226,"20120912",103150,"Low Risk","Improper or defective plumbing"
226,"20120912",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
226,"20130326",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
226,"20130326",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
226,"20130326",103133,"Moderate Risk","Foods not protected from contamination"
226,"20130326",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
226,"20140910",103156,"Low Risk","Permit license or inspection report not posted"
226,"20140910",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
226,"20140910",103103,"High Risk","High risk food holding temperature "
230,"20150306",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
230,"20150306",103120,"Moderate Risk","Moderate risk food holding temperature "
230,"20150306",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
230,"20150306",103129,"Moderate Risk","Insufficient hot water or running water"
230,"20150306",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
230,"20150306",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
230,"20150306",103150,"Low Risk","Improper or defective plumbing"
230,"20140205",103118,"Moderate Risk","Employee eating or smoking"
230,"20140205",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
230,"20140205",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
230,"20140205",103156,"Low Risk","Permit license or inspection report not posted"
230,"20140205",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
230,"20140205",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
230,"20130124",103156,"Low Risk","Permit license or inspection report not posted"
230,"20130124",103142,"Low Risk","Unclean nonfood contact surfaces"
230,"20130124",103133,"Moderate Risk","Foods not protected from contamination"
230,"20130124",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
230,"20130124",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
230,"20130124",103114,"High Risk","High risk vermin infestation"
230,"20130124",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
230,"20130124",103157,"Low Risk","Food safety certificate or food handler card not available"
230,"20130124",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
230,"20130124",103109,"High Risk","Unclean or unsanitary food contact surfaces"
231,"20140204",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
231,"20140204",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
231,"20140204",103139,"Low Risk","Improper food storage"
231,"20130508",103103,"High Risk","High risk food holding temperature "
231,"20130508",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
231,"20130508",103139,"Low Risk","Improper food storage"
231,"20130508",103142,"Low Risk","Unclean nonfood contact surfaces"
231,"20121106",103142,"Low Risk","Unclean nonfood contact surfaces"
231,"20121106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
231,"20121106",103120,"Moderate Risk","Moderate risk food holding temperature "
231,"20121106",103103,"High Risk","High risk food holding temperature "
231,"20140902",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
231,"20140902",103138,"Low Risk","Improper storage use or identification of toxic substances"
231,"20140902",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
234,"20150505",103131,"Moderate Risk","Moderate risk vermin infestation"
234,"20150505",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
234,"20150505",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
234,"20150505",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
234,"20150505",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
234,"20150505",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
234,"20130506",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
234,"20130506",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
234,"20130506",103142,"Low Risk","Unclean nonfood contact surfaces"
234,"20130506",103133,"Moderate Risk","Foods not protected from contamination"
234,"20130506",103131,"Moderate Risk","Moderate risk vermin infestation"
234,"20140415",103105,"High Risk","Improper cooling methods"
234,"20140415",103120,"Moderate Risk","Moderate risk food holding temperature "
234,"20140415",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
234,"20140415",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
234,"20140415",103145,"Low Risk","Improper storage of equipment utensils or linens"
234,"20140415",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
236,"20141118",103157,"Low Risk","Food safety certificate or food handler card not available"
236,"20141118",103156,"Low Risk","Permit license or inspection report not posted"
236,"20141118",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
236,"20141118",103150,"Low Risk","Improper or defective plumbing"
236,"20141118",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
236,"20130522",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
236,"20130522",103156,"Low Risk","Permit license or inspection report not posted"
236,"20121012",103131,"Moderate Risk","Moderate risk vermin infestation"
236,"20121012",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
239,"20130917",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
239,"20130917",103103,"High Risk","High risk food holding temperature "
239,"20130917",103118,"Moderate Risk","Employee eating or smoking"
239,"20130917",103133,"Moderate Risk","Foods not protected from contamination"
239,"20130917",103143,"Low Risk","Inadequate warewashing facilities or equipment"
239,"20130917",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
239,"20140507",103133,"Moderate Risk","Foods not protected from contamination"
239,"20140507",103142,"Low Risk","Unclean nonfood contact surfaces"
239,"20140507",103120,"Moderate Risk","Moderate risk food holding temperature "
239,"20120830",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
239,"20120830",103145,"Low Risk","Improper storage of equipment utensils or linens"
239,"20120830",103114,"High Risk","High risk vermin infestation"
239,"20120830",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20140206",103105,"High Risk","Improper cooling methods"
240,"20140206",103120,"Moderate Risk","Moderate risk food holding temperature "
240,"20140206",103142,"Low Risk","Unclean nonfood contact surfaces"
240,"20140206",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
240,"20140206",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20140206",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
240,"20130523",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20130523",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
240,"20130523",103138,"Low Risk","Improper storage use or identification of toxic substances"
240,"20130523",103120,"Moderate Risk","Moderate risk food holding temperature "
240,"20130523",103109,"High Risk","Unclean or unsanitary food contact surfaces"
240,"20130523",103142,"Low Risk","Unclean nonfood contact surfaces"
240,"20121213",103133,"Moderate Risk","Foods not protected from contamination"
240,"20121213",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20121213",103139,"Low Risk","Improper food storage"
240,"20121213",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20121213",103109,"High Risk","Unclean or unsanitary food contact surfaces"
240,"20121213",103105,"High Risk","Improper cooling methods"
240,"20121213",103103,"High Risk","High risk food holding temperature "
240,"20121213",103142,"Low Risk","Unclean nonfood contact surfaces"
240,"20140724",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20140724",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20140724",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
240,"20140724",103132,"Moderate Risk","Improper thawing methods "
240,"20140724",103109,"High Risk","Unclean or unsanitary food contact surfaces"
240,"20140724",103139,"Low Risk","Improper food storage"
247,"20140304",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
247,"20140304",103150,"Low Risk","Improper or defective plumbing"
247,"20140304",103157,"Low Risk","Food safety certificate or food handler card not available"
247,"20121114",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
247,"20121114",103114,"High Risk","High risk vermin infestation"
247,"20121114",103161,"Low Risk","Low risk vermin infestation"
247,"20140909",103142,"Low Risk","Unclean nonfood contact surfaces"
247,"20140909",103129,"Moderate Risk","Insufficient hot water or running water"
247,"20140909",103148,"Low Risk","No thermometers or uncalibrated thermometers "
247,"20140909",103109,"High Risk","Unclean or unsanitary food contact surfaces"
247,"20140909",103143,"Low Risk","Inadequate warewashing facilities or equipment"
251,"20131113",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
251,"20131113",103142,"Low Risk","Unclean nonfood contact surfaces"
251,"20131113",103139,"Low Risk","Improper food storage"
251,"20131113",103161,"Low Risk","Low risk vermin infestation"
251,"20140612",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
251,"20140612",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
